марія,0.08899538878999612
ганна,0.07387874568402186
валентина,0.05431970670312949
ольга,0.0515593235520567
галина,0.04930709707198129
тетяна,0.04888255460905643
надія,0.04513020095052769
людмила,0.04101930476778843
олена,0.040285848305998004
наталія,0.03828707873342689
ніна,0.03625436633523126
любов,0.036128709309055644
катерина,0.031807513321594774
світлана,0.03007647207184736
лідія,0.027416674541659355
віра,0.026183161401350127
ірина,0.021312923066571437
оксана,0.016113370751870016
олександра,0.015286571519612161
раїса,0.013388687567647259
тамара,0.012693373927581353
лариса,0.012625102562404764
антоніна,0.011124718241333062
євгенія,0.010804361395950132
анастасія,0.009955576469821849
алла,0.009600119657031747
євдокія,0.009443005517209162
зінаїда,0.008593063449298225
юлія,0.007298264651611395
наталя,0.007125550526274511
софія,0.006739750884517036
вікторія,0.005894565955045899
марина,0.0050861524200013246
інна,0.00484683835650724
зоя,0.004393881634252768
варвара,0.004363795947903763
парасковія,0.004052653379679004
клавдія,0.003908353513671737
лілія,0.0036590108880613184
уляна,0.002362840663076527
стефанія,0.0022965407246407555
ярослава,0.0022670121806315467
леся,0.0022455407719978544
ксенія,0.0022444264873182616
василина,0.0021689551288273804
єфросинія,0.0021602979940090056
дарія,0.0019324267770322785
мотрона,0.0019324267770322785
поліна,0.0017934411918046076
неля,0.0016636270266320466
меланія,0.0016555270341534682
параска,0.0016430127600595798
єлизавета,0.00159646994613505
іванна,0.0015925699497564751
жанна,0.0015767128216238086
мирослава,0.0014688843503216746
степанія,0.001436312951995116
пелагея,0.0014129129737236673
пелагія,0.001402027269546107
таїсія,0.0013789272909960869
марфа,0.001345198750886874
єва,0.0013365844731715606
майя,0.0011958846038214394
неоніла,0.001139613227502003
аліна,0.0011329275194244463
павліна,0.0011189989609295362
емілія,0.0011039561177550335
таїса,0.0010719418617682712
альона,0.0009866990837794222
віта,0.0009863990840579934
анжела,0.0009602133940875626
федора,0.0009351419887967247
олеся,0.0009164991489650759
станіслава,0.0009128562952048688
маргарита,0.000899784878771184
яна,0.0008771991854578992
євгена,0.0008760849007783064
таміла,0.0008688420503609532
зіновія,0.0008563277762670649
христина,0.0008471134991088937
діна,0.0008407277907527658
руслана,0.0008153563857404989
агафія,0.0007994992576078323
степанида,0.0007872421261323115
ганні,0.0007682992865792339
розалія,0.0007515850163853419
феодосія,0.000727327896052668
ліна,0.0007164850489781688
марта,0.0007070136292016301
леоніда,0.000698656494104684
орися,0.0006699422350536389
текля,0.000632913698008709
юлі,0.0006236994208505378
броніслава,0.0006044994386790926
яніна,0.0006033851539994999
дар`я,0.0005902708804627539
єлізавета,0.0005757851796280475
ніла,0.000572742325310698
мар`яна,0.000540128069881078
раіса,0.0005334423618035211
