микола,0.0985557166012631
володимир,0.0875723869602027
олександр,0.08176597529616049
іван,0.06989467597214033
василь,0.06880645199866146
сергій,0.056182172219905964
віктор,0.04931489926378172
анатолій,0.048449022412468304
михайло,0.042076101900247014
петро,0.03624009800299044
юрій,0.030681369277221864
андрій,0.024360539202919012
олексій,0.02205036881854225
григорій,0.020357429586193156
віталій,0.0192807080732274
ігор,0.01867107766603219
дмитро,0.018381235929754523
олег,0.01655817194587378
валерій,0.016504510687356637
леонід,0.013600164743610662
павло,0.013436799401345068
степан,0.01071492200521026
роман,0.009446509707569956
борис,0.007701885410360159
федір,0.00764918691285513
валентин,0.007473964408650904
євген,0.006998664498461305
ярослав,0.006640973446645913
в`ячеслав,0.0064222746820000376
богдан,0.00575432122612378
станіслав,0.005747733913935652
геннадій,0.005301468849006036
руслан,0.004985936595194667
георгій,0.004774787903749032
костянтин,0.004713525900399434
євгеній,0.004517223997193197
вадим,0.004347271342739475
максим,0.0026167844309180465
антон,0.0025930701070407828
ілля,0.0023052045644195553
владислав,0.002172495559644869
яків,0.002167529739687664
тарас,0.0020377596895815274
йосип,0.002028537452518147
семен,0.0017637275025553705
едуард,0.001668870207046316
мирослав,0.0014301054760427563
денис,0.001416576150240984
артем,0.0009963056326383686
ростислав,0.0009910357828878656
зіновій,0.000922223706338028
аркадій,0.0009205515424748876
леонтій,0.0009195887814627765
мирон,0.0009100118429738816
орест,0.0007222734456122116
адам,0.0007199932221624748
генадій,0.000708136060223843
пилип,0.0007058051651418897
тимофій,0.0006547788314999999
любомир,0.0006238184642157947
артур,0.0005803422037741448
святослав,0.0005622017594406825
броніслав,0.0004792016258702599
кирило,0.00046769916535714277
рустем,0.00044824125858605474
стефан,0.00044464357269869206
данило,0.0004377015590850487
йосиф,0.0004281752922283702
єгор,0.00035571485815895365
федор,0.0003543973957213279
мар`ян,0.0003507490382017489
афанасій,0.000343198965001509
зеновій,0.00033265926550050295
омелян,0.00033230456407498833
сервер,0.00033200053428169006
франц,0.0003303283704185497
юхим,0.0003276934455432982
микита,0.0002779845743390342
альберт,0.00026972509828776504
лев,0.0002637965173184491
феодосій,0.000262833756306338
арсен,0.00025062189294219157
сергей,0.0002493044305045658
всеволод,0.00024601077441050145
дем`ян,0.00024109562608551303
гаврило,0.00023810599978474692
владимир,0.00023612980612830827
алім,0.00022559010662730224
панас,0.00022265115195875247
айдер,0.00021900279443917348
кузьма,0.00020947652758249494
назар,0.00020714563250054168
казимир,0.00020684160270724344
трохим,0.00019594720178072277
сава,0.000194629739343097
євстахій,0.00019397100812428413
ананій,0.00019234951589336012
остап,0.00019133608324903263
теодор,0.00018971459101810862
наріман,0.00018277257740446521
